,annotater_id,table_id,hypothesis,label
362,GW27,T418,John Stephen Goodman was getroud nadat hy in die akteurskap ingegaan het.,E
363,GW0,T418,John Goodman is in die diep suide van Europa gebore.,C
364,GW0,T418,John Goodman het 'n eerlike B.F.A. van die Missouri State University ontvang.,N
365,GW0,T418,John Goodman het professionele optrede net voor sy twintigste begin.,E
366,GW28,T418,John Goodman is 'n Amerikaanse danser.,C
367,GW28,T418,John Goodman is 'n diere liefhebber.,N
368,GW28,T418,John Goodman het sy loopbaan as 'n jong akteur begin.,E
369,GW4,T421,Die film Brave was 'n film wat op die kassa was.,C
370,GW4,T421,Die film Brave is gefinansier deur Walt Disney Pictures.,N
371,GW4,T421,Die film Brave het na die algemene teaters gekom nadat dit op SIFF getoon is.,E
372,GW0,T421,Brave het op SIFF premier nadat dit in die Verenigde State vrygestel is.,C
373,GW0,T421,Walt Disney Studios het Brave internasionaal versprei.,N
374,GW0,T421,Die loop tyd vir Brave is meer as 'n uur en 'n half.,E
375,GW28,T421,“Brave” is ’n Mexikaanse horrorfilm.,C
376,GW28,T421,Brave het baie toekennings vir sy animasie gekry.,N
377,GW28,T421,Brave maak geld by die bokskantoor.,E
378,GW28,T423,Bryson Tiller is 'n performer vir meer as 'n dekade.,C
379,GW28,T423,Bryson Tiller is getroud met kinders.,N
380,GW28,T423,Bryson Tiller is 'n onafhanklike singer van hoofsaaklik R & B musiek.,E
381,GW4,T423,Bryson Tiller is bekend vir die dans na baie R & B liedjies.,C
382,GW4,T423,Die kunstenaar Bryson Tiller is onderteken aan meer as een label.,N
383,GW4,T423,Die musikus Bryson Tiller het hul loopbaan begin toe hulle ouer as 16 jaar oud was.,E
384,GW27,T423,Bryson Djuan Tiller is 'n danser.,C
385,GW27,T423,Bryson Djuan Tiller se kind is na 2011 gebore.,N
386,GW27,T423,Bryson Djuan Tiller is nog steeds op die toneel.,E
387,GW4,T459,Die band Converge het al minder as 28 jaar opgetree.,C
388,GW4,T459,Die band Converge het liedjies ingeskryf met Bane.,N
389,GW4,T459,Die band Converge is bekend vir die speel van musiek.,E
390,GW27,T459,Converge is uit Massachusetts en is sedert 1990 aktief.,C
391,GW27,T459,Converge is in 1990 onderteken by Equal Vision.,N
392,GW27,T459,Converge is op minder etikette as die aantal genres wat hulle beoefen.,E
393,GW28,T459,Converge het speel enkele genres vir verskeie etikette.,C
394,GW28,T459,Converge kan baie ander genres van musiek speel.,N
395,GW28,T459,Converge is 'n onafhanklike band vir minder as 50 jaar.,E
396,GW35,T461,Caravaggio is ’n danser.,C
397,GW35,T461,Caravaggio is 'n Italiaanse beeldhouer.,N
398,GW35,T461,Die bekering op die pad na Damaskus is 'n canvas skildery.,E
399,GW28,T461,Die bekering op die pad na Damaskus is 'n skildery wat in Afrika geleë is.,C
400,GW28,T461,Die bekering op die pad na Damaskus is in 'n kerkkrypte in Italië geleë.,N
401,GW28,T461,Die bekering op die pad na Damaskus is 'n 17de-eeuse beeld.,E
402,GW0,T461,“Die bekering op die pad na Damaskus” is minder as vier honderd jaar gelede geskryf.,C
403,GW0,T461,Caravaggio het die meeste van die 17de eeu geverf.,N
404,GW0,T461,Die bekering op die pad na Damaskus kan in Italië op 'n uitstalling gevind word.,E
405,GW4,T464,Ch_j_jinbutsu-giga is in drie nasionale museums in Japan geplaas.,C
406,GW4,T464,Die Ch_j_-jinbutsu-giga het meer as 1000 jaar geneem om te skep,N
407,GW4,T464,Die Ch_j_-jinbutsu-giga gebruik nie drukprys tegnieke nie.,E
408,GW27,T464,Ch_j_jinbutsu-giga materiaal is in die 13de en 14de eeu met papier en ink gemaak.,C
409,GW27,T464,Ch_j_-jinbutsu-giga materiaal is gemaak met papier en ink op twee rulle.,N
410,GW27,T464,Ch_j_jinbutsu-giga materiaal is in verskillende eeue met papier en ink gemaak.,E
411,GW28,T464,Ch_j_jinbutsu-giga is 'n Chinese kulturele skat.,C
412,GW28,T464,Ch_j_-jinbutsu-giga is swaar en lank wanneer dit uitgerol word.,N
413,GW28,T464,Ch_j_jinbutsu-giga is gemaak van organiese materiaal.,E
414,GW14,T465,Coolaid is onder een etiket vrygestel.,C
415,GW14,T465,Timbaland het meer as een liedjie op Coolaid geproduseer.,N
416,GW14,T465,Dit het minder as 'n dekade geneem om Coolaid op te skryf.,E
417,GW28,T465,Coolaid is 'n dekade voor sy vrylating opgeneem.,C
418,GW28,T465,Coolaid vervaardigers werk as een groep op dieselfde tyd.,N
419,GW28,T465,“Coolaid” is nie verlede jaar geproduseer nie.,E
420,GW4,T465,Die album Coolaid het minder as 'n jaar geneem om rekords te maak.,C
421,GW4,T465,Die album Coolaid het toekennings gewonnen nadat dit vrygestel is.,N
422,GW4,T465,Die album Coolaid is meer as 'n uur lank.,E
423,GW0,T466,Tang Liangzhi hou die laagste kantoor in die stad Chongqing.,C
424,GW0,T466,Xu Jingye is aangestel deur Tang Liangzhi.,N
425,GW0,T466,Chongqing se kongresvoorsitter en konferensievoorsitter is verskillende mense.,E
426,GW28,T466,Chongqing is 'n gemeente gelei deur slegs een ambtenaar.,C
427,GW28,T466,Chongqing is 'n Taiwanese gemeente.,N
428,GW28,T466,Chongqing word bestuur deur verskillende beamptes.,E
429,GW4,T466,Die president van Chongqing is Zhang Xuan.,C
430,GW4,T466,In Chongqing is daar geen stedelike prokureurs nie.,N
431,GW4,T466,Die gebied van Chongqing word beskou as 'n nasionale regering.,E
432,GW33,T508,Creedence Clearwater Revival het geen aanlyn teenwoordigheid nie.,C
433,GW33,T508,Creedence Clearwater Revival word in 1967 geopen,N
434,GW33,T508,"Creedence Clearwater Revival het Roots rock, swamp rock, hard rock, rock en roll country rock gedoen.",E
435,GW0,T508,Creedence Clearwater Revival het geen bekende akronieme nie.,C
436,GW0,T508,Creedence Clearwater Revival het baie van dieselfde lede van die Blue Velvets gehad.,N
437,GW0,T508,CCR is oorspronklik van die Westkust.,E
438,GW28,T508,Creedence Clearwater Revival is 'n Indiese rockband.,C
439,GW28,T508,Creedence Clearwater Revival was 'n vier-lid band van kollege roommates.,N
440,GW28,T508,Creedence Clearwater Revival het ongeveer veertig vyf jaar gelede met pensioen gegaan.,E
441,GW0,T509,Dark & Wild het in die winter van 2014 uitgekom.,C
442,GW0,T509,Dark & Wild is Pdogg se eerste produksie krediet.,N
443,GW0,T509,Dark & Wild is minder as 'n uur lank.,E
444,GW51,T509,Dark & Wild is 'n Koreaanse film uit 2014.,C
445,GW51,T509,Dark & Wild was die hoogste verkoop Koreaanse album van 2014.,N
446,GW51,T509,Dark & Wild is in Koreaanse taal geproduseer.,E
447,GW28,T509,Dark & Wild is ingeskryf en vrygestel in die ander jaar.,C
448,GW28,T509,Dark & Wild is 'n K-pop album.,N
449,GW28,T509,Dark & Wild is minder as 'n uur lank.,E
450,GW0,T567,Dhruva is geproduseer deur die verskillende maatskappy van die een wat die film versprei het.,C
451,GW0,T567,"Die taal wat in Dhruva gespreek word, is die mees algemene in Indië.",N
452,GW0,T567,Dhruva word geproduseer deur meer as een persoon.,E
453,GW51,T567,Dhruva is 'n film wat deur Surender Reddy geproduseer is.,C
454,GW51,T567,Dhurva is 'n remake van die film Body Snatchers.,N
455,GW51,T567,"Dhurva is oorspronklik geskryf, geproduseer en geregisseer deur verskillende mense.",E
456,GW28,T567,Dhruva is 'n Bollywood-film wat deur verskillende maatskappye geproduseer en versprei word.,C
457,GW28,T567,Dhruva is 'n aksie film,N
458,GW28,T567,Dhruva kry geld by die kassa.,E
459,GW33,T568,Courteney Cox word in die winter gebore.,C
460,GW33,T568,David Arquette is die eerste man van 'Courteney Cox',N
461,GW33,T568,Michael Keaton en Johnny McDaid is die vennote van Courteney Cox.,E
462,GW0,T568,Courtney Cox is van die noordelike streek van die Verenigde State.,C
463,GW0,T568,Courtney Cox en David Arquette het 'n dogter saam.,N
464,GW0,T568,Courtney Cox het in haar twintigste begin optree.,E
465,GW28,T568,Courteney Cox is 'n veterane aktrise van Afrikaanse films en televisie.,C
466,GW28,T568,Courteney Cox is 'n enkele ouer van 'n dogter.,N
467,GW28,T568,Courteney Cox het haar loopbaan in haar twintigste begin.,E
468,GW28,T585,Cosmo's Factory is in minder as 'n jaar opgeneem en vrygestel.,C
469,GW28,T585,Cosmo's Factory was 'n haastige debuut album.,N
470,GW28,T585,Cosmo's Factory vier sy 50ste verjaarsdag volgende jaar.,E
471,GW27,T585,Cosmo's Factory is vrygestel in dieselfde jaar wat die opname begin het.,C
472,GW27,T585,Cosmo's Factory was die eerste in die roots rock genre wat by die Wally Heider Studios ingeskryf is.,N
473,GW27,T585,Cosmo's Factory is geproduseer in die studio wat na 'n persoon genoem is.,E
474,GW12,T585,Cosmo's Factory is opgespoor en op dieselfde tyd vrygestel.,C
475,GW12,T585,"John Fogerty is van San Francisco, Kalifornië.",N
476,GW12,T585,Cosmo's Factory het dieselfde aantal etikette en vervaardigers.,E
477,GW0,T598,Cillian Murphy het professionele optrede in sy vroeë tienerjare begin.,C
478,GW0,T598,Cillian Murphy en Yvonne McGuinness het twee dogters saam.,N
479,GW0,T598,Cillian Murphy het na die kollege in sy geboorteland gegaan.,E
480,GW51,T598,Cillian Murphy is 'n akteur uit Afrika.,C
481,GW51,T598,Cillian Murphy is bekend vir sy rol in Peaky Blinders.,N
482,GW51,T598,Cillian Murphy het twee kinders gehad.,E
483,GW28,T598,Cillian Murphy is 'n akteur met 'n jaar ervaring.,C
484,GW28,T598,Cillian Murphy het 'n dogter en 'n seun.,N
485,GW28,T598,Cillian Murphy het sy loopbaan in sy twintigste begin.,E
486,GW28,T601,Clarence Birdseye is vernoem na sy ma.,C
487,GW28,T601,Clarence Birdseye was 'n uitvinder en besigheidsman.,N
488,GW28,T601,Clarence Birdseye is 'n Amerikaanse burger.,E
489,GW0,T601,Clarence Birdseye het in 'n ander stad gesterf waar hy gebore is.,C
490,GW0,T601,Clarence Birdseye het die bevrore visstok uitgevind.,N
491,GW0,T601,Clarence Birdseye het in 'n ander stadsdeel van New York City gesterf waar hy gebore is.,E
492,GW51,T601,Clarence Birdseye was 'n wetenskaplike wat klere in die Verenigde State verkoop het.,C
493,GW51,T601,Clarence Birdseye was ook bekend vir die verkoop van voedervoeders deur straatverkopers in New York City.,N
494,GW51,T601,Clarence Birdseye se ouers se name is bekend en hy is in die Verenigde State gebore.,E
495,GW0,T608,Sir Cliff Richard gaan deur sy geboortenaam.,C
496,GW0,T608,Cliff Richard het as kind van Indië na Engeland verhuis.,N
497,GW0,T608,Cliff Richard het ophou optree nadat hy 18 jaar oud was.,E
498,GW51,T608,Cliff Richard is 'n Engelse musikant en akteur.,C
499,GW51,T608,Cliff Richard is die enigste Indiër-gebore lid van die Verenigde Koninkryk.,N
500,GW51,T608,Cliff Richard is bekend vir die pop-rock musiek van die 40's.,E
501,GW28,T608,Cliff Richard is 'n Britse pianist.,C
502,GW28,T608,Cliff Richard het talle industrie-toekennings vir sy musiek gewen.,N
503,GW28,T608,Cliff Richard is 'n Indiër gebore Britse burger.,E
504,GW28,T647,Cosmic Girls is 'n K-popgroep uit Noord-Korea.,C
505,GW28,T647,Kosmiese Meisies is 'n 10-lid meisie groep.,N
506,GW28,T647,Cosmic Girls sing afgezien van Koreaanse.,E
507,GW51,T647,"Cosmic Girls is 'n hip hop musiekgroep uit Seoul, Korea.",C
508,GW51,T647,Cosmic Girls het oorspronklik folk rock in West Virginia geproduseer.,N
509,GW51,T647,Cosmic Girls is bekend vir hul country rock albums geproduseer onder Starship na 21016.,E
510,GW0,T647,Cosmic Girls het hul loopbaan in 'n nie-hoofstadstad van Suid-Korea begin.,C
511,GW0,T647,Cosmic Girls het onderteken met Starship Entertainment voor Yuehua Entertainment.,N
512,GW0,T647,Cosmic Girls maak musiek vir minder as tien jaar.,E
513,GW28,T648,Dave Chappelle is 'n Kanadese komediant.,C
514,GW28,T648,Dave Chappelle is 'n getroude pa van drie meisies.,N
515,GW28,T648,Dave Chappelle het sy loopbaan begin voordat hy twintig was.,E
516,GW0,T648,Dave Chappelle is in die Midde-Weste gebore.,C
517,GW0,T648,Dave Chappelle en sy vrou het drie dogters.,N
518,GW0,T648,Dave Chappelle het meer as vyftien jaar gelede begin staan komedie.,E
519,GW51,T648,Dave Chappelle is 'n bekende Kaliforniese komediant wat al ongeveer 18 jaar stand-up doen.,C
520,GW51,T648,Dave Chappelle het berug geword om sy TV-show te verlaat en miljoene dollars op die tafel te laat en na Afrika te reis.,N
521,GW51,T648,Dave Chapelle is nie bekend vir sy godsdienstige grap nie.,E
522,GW28,T649,Creed is 'n Bollywood film.,C
523,GW28,T649,Creed is 'n film oor boksing.,N
524,GW28,T649,Creed het 'n wins op die bokskantoor gemaak.,E
525,GW0,T649,Ryan Coogler het Creed gebaseer op een van die regisseur se vorige karakters.,C
526,GW0,T649,Creed was die hoogste inkomste film van 2015.,N
527,GW0,T649,Creed is rond Thanksgiving van 2015 vrygestel.,E
528,GW51,T649,Creed is geregisseer en geproduseer deur Ryan Coogler.,C
529,GW51,T649,"Creed is 'n aksie film wat die opvolger is van die Rocky-saga wat die seun van Apollo Creed volg, deur Michael B. Jordan.",N
530,GW51,T649,Creed is nie geproduseer of geregisseer deur Sylvester Stallone nie.,E
531,GW4,T711,Prinses Diana is oorlede nadat sy 40 was.,C
532,GW4,T711,Prinses Diana is gewond in 'n motorongeluk wat tot haar dood gelei het.,N
533,GW4,T711,Prinses Diana was nie getroud met prins Charles toe sy oorlede het nie.,E
534,GW59,T711,Diana se pa was die 5de hertog van Spencer,C
535,GW59,T711,"Frances, Diana se ma, was net een keer getroud.",N
536,GW59,T711,Diana is begrawe in dieselfde land waar sy gesterf het.,E
537,GW51,T711,Diana was die prinses van Ierland wat met prins Charles getroud was.,C
538,GW51,T711,Diana het in 1997 in 'n motorongeluk gesterf.,N
539,GW51,T711,Prinses Diana was net een keer getroud toe sy in 1997 gesterf het.,E
540,GW14,T712,Coca-Cola is minder as 'n eeu gelede geïntroduceer.,C
541,GW14,T712,Jy kan die voedingsinhoud van Coca-Cola op coca-cola.com beoordeel.,N
542,GW14,T712,“Coca-Cola” is eers in die somermaande geïntroduceer.,E
543,GW4,T712,Coca-Cola bestaan al minder as 100 jaar.,C
544,GW4,T712,Coca-Cola het altyd dieselfde formule gehad.,N
545,GW4,T712,“Coca-Cola” het minder as 10 variante beskikbaar.,E
546,GW28,T712,Coca-Cola is 'n Amerikaanse cocktail.,C
547,GW28,T712,Coca-Cola gebruik kokaïen in sy oorspronklike formule.,N
548,GW28,T712,Coca-Cola is in die 17de eeu ontstaan.,E
549,GW51,T725,Cristiano Ronaldo is 'n sokkerspeler wat al dekades vir 'n enkele span gespeel het.,C
550,GW51,T725,Ronaldo is die hoogste betaalde sokkerspeler ter wêreld.,N
551,GW51,T725,Ronaldo is in die afgelope 16 jaar deel van vyf span.,E
552,GW4,T725,Die sokkerspeler Cristiano Ronaldo was met 3 span professioneel.,C
553,GW4,T725,Cristiano Ronaldo het meer as 400 doelwitte geteken.,N
554,GW4,T725,Cristiano Ronaldo het vir meer as een span op 'n keer gespeel.,E
555,GW28,T725,Cristiano Ronaldo het die hoogste doelpunt vir Real Madrid geslaag dan al die ander span saamgestel.,C
556,GW28,T725,Cristiano Ronaldo het in sy tienerjare begin speel.,N
557,GW28,T725,Cristiano Ronaldo het vir Europese sokkers gespeel.,E
558,GW14,T732,“Dido” is in Wes-Europa gebore.,C
559,GW14,T732,Dido het meer as 7 albums vrygestel sedert 1995.,N
560,GW14,T732,Dido speel minder as 'n dosyn verskillende instrumente.,E
561,GW28,T732,Dido is 'n Britse skilder met 'n dekade se loopbaan.,C
562,GW28,T732,Dido het baie toekennings gewen vir haar musiek en het regoor die wêreld opgetree.,N
563,GW28,T732,Dido het haar loopbaan in haar twintigste begin.,E
564,GW51,T732,Dido is 'n Engelse sanger wat bekend is vir rock- en metaalstylmusiek.,C
565,GW51,T732,"Dido het saam met Eminem op die lied, Stan.",N
566,GW51,T732,Dido is aktief in die musiekbedryf vir minder as 30 jaar.,E
567,GW4,T760,David Charles Hahn was nie geïnteresseerd in kernfisiese nie.,C
568,GW4,T760,“David Charles Hahn” was ’n alkoholis.,N
569,GW4,T760,“David Charles Hahn” het in sy 30’s geleef.,E
570,GW51,T760,David Charles Hahn is 'n wetenskaplike uit Wisconsin.,C
571,GW51,T760,David Charles Hahn verdediger van kernkrag was betrokke by die konstruksie van 8 kernkragstasies.,N
572,GW51,T760,Charles Hahn kan nie vandag vir kernkrag pleit nie.,E
573,GW28,T760,David Charles Hahn was 'n Kanadese man.,C
574,GW28,T760,David Charles Hahn was 'n Boy Scout.,N
575,GW28,T760,David Charles Hahn was 'n Amerikaanse wetenskaplike.,E
576,GW51,T762,Crucifix by Cimabue at Santa Croce is 'n album van Cimabue.,C
577,GW51,T762,Kruis van Cimabue by Santa Croce vertoon Jesus sterf op 'n kruis in Spanje.,N
578,GW51,T762,Crucifix by Cimabue at Santa Croce het 'n jaar geneem om deur Cimabue te verf voordat dit voltooi is.,E
579,GW4,T762,Die stuk Crucifix by Cimabue at Santa Croce is olie op papierkarton.,C
580,GW4,T762,Die kunswerk Crucifix by Cimabue at Santa Croce het 'n paar jaar geneem om te verf.,N
581,GW4,T762,Die kunswerk Crucifix by Cimabue at Santa Croce is geleë in Italië.,E
582,GW28,T762,Crucifix by Cimabue at Santa Croce is 'n Amerikaanse godsdienstige kunswerk.,C
583,GW28,T762,Crucifix by Cimabue at Santa Croce is met goudblad beklemtoon.,N
584,GW28,T762,Crucifix by Cimabue at Santa Croce is 'n kunswerk van die 11de eeu.,E
585,GW28,T766,Cognac is 'n Italiaanse alkoholdrink.,C
586,GW28,T766,Cognac is 'n duur drank vir hoë klas mense.,N
587,GW28,T766,Cognac is 'n hoë-alkohol drankie.,E
588,GW4,T766,Cognac het gewoonlik minder as 30% alkohol in volume.,C
589,GW4,T766,“Cognac” kom slegs in 3 variante.,N
590,GW4,T766,Cognac is bekend as van Frankryk afkomstig,E
591,GW51,T766,Cognac is 'n soort Franse vrugte.,C
592,GW51,T766,Cognac is toevallig uitgevind toe dit probeer om 'n brandy-gebaseerde hoestmedikasie tydens die Tweede Wêreldoorlog te maak.,N
593,GW51,T766,Cognac word beskou as een van die bekendste Franse brandy's om meer as 20% alkohol in volume te hê.,E
594,GW28,T768,David Lee Roth is 'n Kanadese rockmusikus.,C
595,GW28,T768,David Lee Roth is 'n dwelmverslaafde en alkoholis.,N
596,GW28,T768,David Lee Roth het sy loopbaan in sy tienerjare begin.,E
597,GW4,T768,David Lee Roth het nog nooit met Van Halen opgetree nie.,C
598,GW4,T768,David Lee Roth het begin sing voordat hulle gitaar geleer het.,N
599,GW4,T768,David Lee Roth is nie met pensioen van optrede nie.,E
600,GW2,T768,David Lee Roth is 'n musikus wat nog nooit met Van Halen opgetree het nie.,C
601,GW2,T768,David Lee Roth het sy aktiewe loopbaan in 1980 begin.,N
602,GW2,T768,David Lee Roth is in die Midde-Weste gebore.,E
603,GW51,T771,Cruel Summer is 'n folk album met verskeie musikante van Def Jam en GOOD Music.,C
604,GW51,T771,"Cruel Summer is gevolg deur die album, Cruel Winter.",N
605,GW51,T771,Cruel Summer het 'n jaar geneem om op te neem en te produseer voordat dit in die laat 2012 vrygestel word.,E
606,GW14,T771,Cruel Summer is 'n hip-hop album wat deur minder as 'n dosyn produsente opgestel is.,C
607,GW14,T771,Che Pope het saam met Kanye West vir “Cruel Summer” geskryf.,N
608,GW14,T771,“Cruel Summer” is in September 2012 vrygestel.,E
609,GW28,T771,Cruel Summer is 'n hip-hop album wat gedurende 'n tydperk van twee jaar opgeneem en vrygestel is.,C
610,GW28,T771,Cruel Summer is 'n versameling van verskeie Amerikaanse kunstenaars en het baie toekennings op sy vrylating gekry.,N
611,GW28,T771,Cruel Summer is 'n minder as 'n uur lang rap album deur Jay-Z en Beyonce.,E
612,GW51,T772,Crufts is 'n hond show wat in Engeland al minder as 100 jaar hardloop.,C
613,GW51,T772,Crufts Dog Show het die inspirasie vir die film Best in Show gegee.,N
614,GW51,T772,Crufts het 'n enkele tipe troeteldier in sy troeteldier show.,E
615,GW0,T772,Die Crufts hond show is al minder as twintig jaar.,C
616,GW0,T772,Elke jaar meer honde aansluit by die Crufts hondenshow.,N
617,GW0,T772,"Die Crufts Dog Show word in Birmingham, Engeland gehou.",E
618,GW4,T772,Die Crufts hondenshow word in die Verenigde State gehou.,C
619,GW4,T772,Die Crufts hond show het 'n baie hoë bywoning.,N
620,GW4,T772,Die Crufts hond show is al meer as 100 jaar.,E
621,GW28,T774,David Letterman is 'n Asiatiese entertainer.,C
622,GW28,T774,David Letterman was 'n laat-nachtshost op twee verskillende TV-netwerke.,N
623,GW28,T774,David Letterman het sy loopbaan in sy twintigste begin.,E
624,GW6,T774,'N Afgestudeerde van 'n Amerikaanse universiteit het die pseudoniem Viscount Hofert.,C
625,GW6,T774,Michelle Cook het 'n kind.,N
626,GW6,T774,Earl Jacob Hofert Jr. se neef het verskeie televisieprogramme gehou.,E
627,GW4,T774,David Letterman het drie vroue in sy lewe gehad.,C
628,GW4,T774,'David Letterman se kind is gebore deur sy tweede vrou.,N
629,GW4,T774,David Letterman het 'n show wat sy naam in die titel gehad het.,E
630,GW51,T779,David Rockefeller is 'n afstammeling van die beroemde Pitt familie.,C
631,GW51,T779,David Rockefeller het drie van sy 6 kinders met Margaret McGrath gehad.,N
632,GW51,T779,David Rockefeller se beroep as 'n terapeut het ontstaan uit studies by Harvard.,E
633,GW2,T779,David Rockefeller was 'n bankier wat 'n jaar minder as 100 jaar geleef het.,C
634,GW2,T779,David Rockefeller het 4 jaar by die Universiteit van Chicago begin in 1935.,N
635,GW2,T779,David Rockefeller het in New York City geleef.,E
636,GW4,T779,David Rockefeller het minder as 90 jaar geleef.,C
637,GW4,T779,David Rockefeller het ooit net een maat gehad.,N
638,GW4,T779,David Rockefeller het na skole buite die VSA gegaan.,E
639,GW59,T786,Sandy McDonald is Tennant se oom.,C
640,GW59,T786,Al vier van die kinders van David Tennant is deur sy huidige eggenoot beïndruk.,N
641,GW59,T786,“David Tennant” is in Europa gebore.,E
642,GW28,T786,David Tennant is 'n Afrikaanse entertainer.,C
643,GW28,T786,David Tennant het 3 dogters en 1 seun.,N
644,GW28,T786,David Tennant het in sy tienerjare begin optree.,E
645,GW4,T786,David Tennant gebruik dieselfde naam as toe hulle gebore is.,C
646,GW4,T786,Die akteur David Tennant het vooraanstaande akteurswerk gedoen voordat hulle 'n akteur geword het.,N
647,GW4,T786,Die David Tennant is al 'n paar jaar saam met sy vrou.,E
648,GW4,T789,David Ngunaitponi het net een naam.,C
649,GW4,T789,David Ngunaitponi het hul hele lewe in die suide van Australië geleef.,N
650,GW4,T789,David Ngunaitponi was 'n Australiër,E
651,GW6,T789,David Ngunaitponi het in minder as 'n eeu geleef.,C
652,GW6,T789,Katherine Sumner het in die twintigste eeu getroud.,N
653,GW6,T789,James Ngunaitponi het 'n schoonmoeder gehad.,E
654,GW51,T789,David Unaipon is net 'n Portugees.,C
655,GW51,T789,David Unaipon is bekend vir die bestuur van die Raukkan-missieskool.,N
656,GW51,T789,David Unaipon sterf in Februarie.,E
657,GW51,T800,The Dawn of the Black Hearts is 'n klassieke musiekalbum wat in die 90's vrygestel is.,C
658,GW51,T800,The Dawn of the Black Hearts is op die Forrest Gump-soundtrack verskyn.,N
659,GW51,T800,The Dawn of the Black Hearts is in Februarie opgeneem.,E
660,GW2,T800,The Dawn of the Black Hearts is in 1990 op Warmaster Records vrygestel.,C
661,GW2,T800,The Dawn of the Black Hearts is 'n black metal album met presies sewe liedjies.,N
662,GW2,T800,The Dawn of the Black Hearts is in 1995 vrygestel.,E
663,GW4,T800,The Dawn of the Black Hearts is bekend as 'n folk album.,C
664,GW4,T800,The Dawn of the Black Hearts het byna vyf jaar geneem om op te neem.,N
665,GW4,T800,Die album The Dawn of the Black Hearts is in Noorweë opgeneem.,E
666,GW4,T802,Cult of Chucky is geskryf en geregisseer deur verskillende mense.,C
667,GW4,T802,Die film Cult of Chucky het Adam Hurtig gelei.,N
668,GW4,T802,Die film Cult of Chucky was minder as twee uur lank.,E
669,GW14,T802,Dieselfde persoon het Cult of Chuck geskryf en bewerk.,C
670,GW14,T802,Cult of Chuck verloor geld by die kassa.,N
671,GW14,T802,Cult of Chuck is geskryf en geregisseer deur dieselfde persoon.,E
672,GW51,T802,Cult of Chucky is 'n 20ste-eeuse film wat deur Don Mancini geregisseer en geskryf is.,C
673,GW51,T802,Cult of Chucky is die nuutste opvolger van die Chucky Doll-reeks.,N
674,GW51,T802,Cult of Chucky is voor 2018 vrygestel.,E
675,GW4,T804,Die film Kolaterale skoonheid het 'n verlies in die bioscope.,C
676,GW4,T804,Die film Collateral Beauty het verskeie toekennings gekry.,N
677,GW4,T804,Die film Collateral Beauty is geregisseer en geskryf deur 'n ander persoon.,E
678,GW61,T804,Die film Collateral Beauty het minder geld as sy aanvanklike begroting verdien.,C
679,GW61,T804,Die film Collateral Beauty is eers met geen ondertitels gepreem.,N
680,GW61,T804,Collateral Beauty is vir die eerste keer in 'n Asiatiese land geprys.,E
681,GW51,T804,Collateral Beauty is 'n 2018 film met Will Smith en Edward Norton.,C
682,GW51,T804,Will Smith en Edward Norton het beide films gemaak waar hulle as 'n superheld gespeel het.,N
683,GW51,T804,Collateral Beauty is oorspronklik in die Verenigde State vrygestel 'n week nadat dit in Dubai vrygestel is.,E
684,GW2,T806,Collective Soul is 'n groep uit Suid-Amerika.,C
685,GW2,T806,Collective Soul het 19 volle-lengte albums opgeteken.,N
686,GW2,T806,Collective Soul is 'n alternatiewe rockgroep uit Georgia.,E
687,GW51,T806,Collective Soul is 'n Amerikaanse rockgroep uit Kalifornië.,C
688,GW51,T806,Collective Soul het die soundtrack vir die film Ghost geproduseer.,N
689,GW51,T806,Collective Soul is al meer as 20 jaar as 'n band aktief.,E
690,GW28,T806,Collective Soul is 'n Afrikaanse alternatiewe rockband.,C
691,GW28,T806,Collective Soul het talle toekennings vir hul musiek gekry.,N
692,GW28,T806,Kollektiewe siel is al minder as drie dekades op die toneel.,E
693,GW4,T813,Die Republiek Colombia het slegs een amptelike taal gebaseer op die streek.,C
694,GW4,T813,Die Republiek Colombia hou verkiesings vir die Hooggeregshof.,N
695,GW4,T813,Die Republiek Colombia is 'n demokrasie.,E
696,GW64,T813,"99% van die bevolking praat Engels, die amptelike taal van Colombia.",C
697,GW64,T813,"Alhoewel die Colombiaanse grondwet spesifiseer Spaans as die amptelike taal in al die Colombiaanse grondgebied, ander tale wat in die land deur etniese groepe gespreek word - ongeveer 68 tale - elkeen is ook amptelik in sy eie grondgebied.",N
698,GW64,T813,"Terwyl regerings- en nie-regeringsorganisasies die praktyk al jare lank veroordeel het, het die Colombiaanse regering van die toenmalige president nie ontken dat die gewapende magte tot die einde van 2008 burgers doodgemaak het nie.",E
699,GW28,T813,"Die Republiek Colombia is 'n multi-etniese, meertalige Noord-Amerikaanse land.",C
700,GW28,T813,Die Republiek Colombia is 'n Suid-Amerikaanse land wat grens met Sentraal-Amerika.,N
701,GW28,T813,Die Republiek Colombia is 'n demokrasie.,E
702,GW4,T814,Kolonel Meow het gesterf toe hulle tien jaar oud was.,C
703,GW4,T814,Kolonel Meow het in die VSA hul hele lewe geleef.,N
704,GW4,T814,Kolonel Meow het net een eienaar gehad.,E
705,GW28,T814,Kolonel Meow is 'n manlike Amerikaanse stallion.,C
706,GW28,T814,Kolonel Meow het 'n lang grys en swart vel.,N
707,GW28,T814,Kolonel Meow het 'n kort maar bekende lewe geleef.,E
708,GW51,T814,Kolonel Meow is 'n bekende kat akteur uit Afrika.,C
709,GW51,T814,Kolonel Meow was die eerste toneelstuk in die Slagskip-film.,N
